customer_id,First_name,last_name,gender,DOB,age,job_title,job_industry_category,wealth_segment,owns_car,tenure,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,profit,product_first_sold_date,address,state,country,property_valuation
1505,Cristian,Trounce,Male,1993-10-21,29,"Recruiting Manager","Financial Services","Mass customer",No,3,1072,36,1505,2017-11-09,,Approved,Solex,Standard,low,medium,945.04,507.58,437.46,2011-08-29,"30 Bay Hill",NSW,Australia,12
1506,Andonis,Cochrane,Male,1958-02-21,65,,Property,"Mass Customer",No,17,74,56,1506,2017-01-21,TRUE,Approved,"OHM Cycles",Standard,medium,medium,183.86,137.9,45.96,1997-10-04,"6 Canary Plaza",NSW,Australia,8
1507,Holmes,Benkin,Male,1977-11-10,45,,Manufacturing,"High Net Worth",Yes,22,14999,14,1507,2017-08-31,FALSE,Approved,Solex,Standard,high,large,1842.92,1105.75,737.17,2011-01-10,"4 Maywood Court",NSW,Australia,10
1508,Orv,Maleilland,Male,1986-08-28,36,"Clinical Specialist",Health,"Affluent Customer",Yes,11,1116,89,1508,2017-08-28,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1305.25,2016-03-29,"04489 Corscot Hill",NSW,Australia,10
1509,Sibley,Janek,U,0000-00-00,2023,"Computer Systems Analyst I",IT,"High Net Worth",Yes,0,494,92,1509,2017-11-16,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1630.25,2015-06-17,"00941 7th Place",NSW,Australia,10
1510,TiMaleMaleie,Chitty,Male,1959-02-05,64,Actuary,"Financial Services","Mass customer",No,18,7238,37,1510,2017-11-04,TRUE,Approved,"OHM Cycles",Standard,low,medium,1793.43,248.82,1544.61,1999-07-20,"09 Bayside Place",NSW,Australia,10
1511,Yves,Trehearne,Male,1990-07-08,32,"Internal Auditor","Financial Services","Mass customer",No,4,8678,31,1511,2017-07-08,TRUE,Approved,"Giant Bicycles",Standard,medium,medium,230.91,173.18,57.73,2006-11-10,"8802 Fisk Street",NSW,Australia,10
1512,Chandler,,Male,1979-04-10,44,Teacher,n/a,"High Net Worth",No,4,880,45,1512,2017-03-18,TRUE,Approved,"Trek Bicycles",Road,low,medium,980.37,234.43,745.94,2004-09-28,"81 Darwin Court",NSW,Australia,10
1513,Wendel,Cator,Male,1970-06-05,52,"Quality Engineer",n/a,"Affluent Customer",Yes,16,899,96,1513,2017-07-30,TRUE,Approved,WeareA2B,Road,low,small,1172.78,1043.77,129.01,2002-10-10,"54295 Dorton Hill",NSW,Australia,10
1514,Pren,Brangan,Male,1962-01-16,61,Professor,n/a,"Mass customer",No,14,5966,10,1514,2017-09-26,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,1103.43,2014-03-03,"29 Spohn Drive",NSW,Australia,10
1515,Dietrich,Escott,Male,1990-08-19,32,"Geological Engineer",Manufacturing,"Mass customer",Yes,2,4122,29,1515,2017-07-24,TRUE,Approved,"Norco Bicycles",Road,medium,medium,543.39,407.54,135.85,2016-11-22,"87746 Bellgrove Park",NSW,Australia,10
1516,HaMale,Pietrusiak,Male,1967-07-12,55,"VP Sales",IT,"Affluent Customer",No,19,268,68,1516,2017-08-27,FALSE,Approved,"OHM Cycles",Standard,medium,medium,1636.9,44.71,1592.19,2010-08-20,"4517 Colorado Place",NSW,Australia,10
1517,Maleurdoch,Twort,Male,1987-09-15,35,Operator,IT,"Affluent Customer",No,12,534,14,1517,2017-04-08,FALSE,Approved,"Trek Bicycles",Standard,medium,small,1386.84,1234.29,152.55,2003-08-05,"91433 Hollow Ridge Crossing",NSW,Australia,10
1518,Dallon,Greatreax,Male,1971-01-02,52,"Safety Technician IV",Property,"Affluent Customer",No,18,5153,11,1518,2017-08-10,FALSE,Approved,"Giant Bicycles",Standard,high,medium,1274.93,764.96,509.97,2007-08-04,"237 Garrison Way",NSW,Australia,8
1519,Malearwin,Jeyness,Male,2001-11-30,21,"AdMaleinistrative Assistant IV",Telecommunications,"High Net Worth",Yes,1,1222,93,1519,2017-10-09,FALSE,Approved,"OHM Cycles",Standard,high,medium,1458.17,874.9,583.27,1997-05-10,"7 Bartillon Circle",NSW,Australia,8
1520,Dillie,Wilstead,Male,1965-11-18,57,,Retail,"Mass Customer",No,19,4301,79,1520,2017-05-02,TRUE,Approved,"Norco Bicycles",Standard,medium,medium,1555.58,818.01,737.57,2003-09-09,"22 Nelson Terrace",NSW,Australia,10
1521,Pernell,DuFemaleFemaleett,Male,1995-11-13,27,"Business System Development Analyst","Financial Services","Affluent Customer",Yes,22,6261,28,1521,2017-09-26,TRUE,Approved,"Norco Bicycles",Standard,medium,small,1216.14,1082.36,133.78,2016-11-22,"96 Pepper Wood Drive",NSW,Australia,10
1522,Hubie,ThunnercleFemale,Male,1994-06-13,28,Paralegal,"Financial Services","Mass customer",No,7,2809,100,1522,2017-12-21,TRUE,Approved,"Norco Bicycles",Road,medium,medium,1036.59,206.35,830.24,1991-05-06,"79055 Moose Terrace",NSW,Australia,9
1523,Brnaba,Dighton,Male,1959-09-06,63,"Product Engineer","Financial Services","Mass customer",Yes,17,16035,74,1523,2017-10-25,FALSE,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,827.16,2004-07-25,"520 Mesta Alley",NSW,Australia,8
1524,Bonni,Drakers,Female,1975-04-29,48,"Administrative Officer","Financial Services","Mass customer",Yes,16,296,91,1524,2017-03-14,TRUE,Approved,Solex,Standard,medium,medium,100.35,75.26,25.09,2003-09-10,"0534 Bartelt Trail",NSW,Australia,8
1525,Philis,WhittaMale,Female,1966-07-15,56,"Database AdMaleinistrator III","Financial Services","High Net Worth",No,5,3020,0,1525,2017-12-06,FALSE,Approved,"OHM Cycles",Standard,medium,medium,235.63,125.07,110.56,2004-08-07,"3009 Duke Crossing",NSW,Australia,8
1526,Charlie,MaleacKibbon,Male,1964-11-07,58,Editor,Manufacturing,"Mass customer",Yes,19,9812,51,1526,2017-06-09,TRUE,Approved,"OHM Cycles",Standard,high,medium,2005.66,1203.4,802.26,1997-02-09,"484 Lindbergh Street",NSW,Australia,6
1527,Gerek,Chape,Male,1997-10-15,25,"CheMaleical Engineer",Manufacturing,"Mass customer",No,2,922,9,1527,2017-03-04,FALSE,Approved,"OHM Cycles",Road,medium,medium,742.54,667.4,75.14,1991-11-07,"83 Luster Drive",NSW,Australia,1
1528,Ranee,Henriksson,Female,1984-01-01,39,,Manufacturing,"High Net Worth",No,3,1415,46,1528,2017-04-25,TRUE,Approved,"OHM Cycles",Standard,low,medium,1793.43,248.82,1544.61,1999-07-20,"28 Mcguire Junction",NSW,Australia,10
1529,Tansy,Beltzner,Female,1986-10-21,36,"Media ManagerII","Financial Services","High Net Worth",Yes,5,11054,33,1529,2017-09-17,TRUE,Approved,"OHM Cycles",Road,medium,small,1810,1610.9,199.1,1997-01-25,"6750 Truax Trail",NSW,Australia,8
1530,Alexandr,Maleaylard,Male,1976-01-12,47,PharMaleacist,Health,"Mass customer",Yes,9,3646,40,1530,2017-03-20,TRUE,Approved,"OHM Cycles",Standard,high,medium,1458.17,874.9,583.27,2007-12-11,"84749 Holy Cross Terrace",NSW,Australia,8
1531,Evaleen,Pusey,Female,1966-03-17,57,"AdMaleinistrative Assistant III","Financial Services","Mass customer",Yes,13,3539,1,1531,2017-11-18,FALSE,Approved,"Giant Bicycles",Standard,medium,medium,1403.5,954.82,448.68,2016-11-14,"486 Clyde Gallagher Road",NSW,Australia,9
1532,Malearty,Wiggall,Female,1972-10-26,50,"VP Accounting","Financial Services","Mass customer",Yes,10,7349,56,1532,2017-07-31,TRUE,Approved,"OHM Cycles",Standard,medium,medium,183.86,137.9,45.96,2012-05-18,"305 Vera Lane",NSW,Australia,8
1533,Sonia,Rous,Female,1977-07-02,45,"Social Worker",Health,"Affluent Customer",Yes,8,1341,39,1533,2017-09-17,FALSE,Approved,"Giant Bicycles",Standard,medium,large,1812.75,582.48,1230.27,1997-05-10,"2 Moulton Drive",NSW,Australia,10
1534,Rosabelle,Hollington,Female,1998-11-30,24,"HuMalean Resources Assistant I",Manufacturing,"Mass customer",No,4,4657,90,1534,2017-10-10,TRUE,Approved,"Norco Bicycles",Standard,low,medium,363.01,290.41,72.6,2005-05-10,"213 Alpine Avenue",NSW,Australia,9
1535,EMaleanuel,BaukhaMale,Male,1997-04-08,26,"Cost Accountant","Financial Services","Affluent Customer",Yes,3,699,60,1535,2017-08-13,FALSE,Approved,"Giant Bicycles",Standard,high,small,1977.36,1759.85,217.51,2011-08-24,"2 Saint Paul Parkway",NSW,Australia,12
1536,TiFemaleFemaleany,Femaleanshaw,Female,1979-10-04,43,"Software Consultant","Financial Services","Affluent Customer",Yes,15,8903,19,1536,2017-11-25,TRUE,Approved,"OHM Cycles",Road,high,large,12.01,7.21,4.8,1996-04-05,"7921 Trailsway Center",NSW,Australia,9
1537,Andres,Beranek,Male,1969-11-17,53,Librarian,Entertainment,"Mass customer",No,10,882,66,1537,2017-05-11,TRUE,Approved,"Giant Bicycles",Road,low,small,590.26,525.33,64.93,2010-11-05,"90323 Pine View Hill",NSW,Australia,8
1538,AhMaleed,EdMaleondson,Male,1989-04-22,34,PharMaleacist,Health,"High Net Worth",Yes,12,4909,0,1538,2017-05-28,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,131.92,43.97,1991-01-21,"27 Hooker Plaza",NSW,Australia,8
1539,Femaleilberte,GodMaleer,Male,1977-11-17,45,"Account Executive",n/a,"Mass customer",Yes,16,3968,33,1539,2017-08-04,FALSE,Approved,"Giant Bicycles",Standard,medium,small,1311.44,1167.18,144.26,2003-03-18,"193 Bluejay Hill",NSW,Australia,9
1540,Ilene,Agett,Female,1962-03-17,61,"Maleechanical SysteMales Engineer",Property,"Mass customer",Yes,19,2717,95,1540,2017-12-25,TRUE,Approved,"Giant Bicycles",Standard,medium,large,569.56,528.43,41.13,1994-08-10,"8 Monument Junction",NSW,Australia,11
1541,Dynah,GriMalees,Female,1954-12-28,68,"Structural Engineer",Argiculture,"Mass customer",Yes,13,1392,70,1541,2017-10-21,FALSE,Approved,"Trek Bicycles",Standard,high,medium,495.72,297.43,198.29,2004-07-25,"22 Portage Road",NSW,Australia,9
1542,Sanders,Femaleernyhough,Male,1978-07-27,44,"Femaleood CheMaleist",Health,"Mass customer",Yes,12,7,22,1542,2017-04-21,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,15.08,1993-07-15,"243 Mosinee Place",NSW,Australia,10
1543,Maleichaela,Andrasch,Female,1993-10-13,29,"Database AdMaleinistrator III",n/a,"High Net Worth",No,9,2113,19,1543,2017-05-21,TRUE,Approved,"Trek Bicycles",Mountain,low,medium,574.64,459.71,114.93,2011-08-29,"65 Southridge Alley",NSW,Australia,10
1544,Keane,Maleoneypenny,Male,1963-08-22,59,"Dental Hygienist",Health,"Affluent Customer",Yes,11,8765,35,1544,2017-02-04,TRUE,Approved,"Trek Bicycles",Standard,low,medium,1057.51,154.4,903.11,1997-05-10,"16 Maple Wood Center",NSW,Australia,10
1545,Carver,Saturley,Male,1977-09-06,45,"Associate Professor",Health,"Mass customer",Yes,15,1561,46,1545,2017-12-28,TRUE,Approved,Solex,Standard,low,medium,1289.85,74.51,1215.34,2001-11-25,"8595 Ruskin Plaza",VIC,Australia,10
1546,Natalya,Maleoscone,Female,1956-10-28,66,"CoMalepensation Analyst","Financial Services","Mass customer",Yes,8,2915,1,1546,2017-09-18,FALSE,Approved,"Giant Bicycles",Standard,medium,medium,1403.5,954.82,448.68,2005-08-09,"2 Eastwood Street",NSW,Australia,10
1547,Chiquita,Billyard,Female,1990-02-26,33,"Account Coordinator",n/a,"Mass customer",Yes,12,3093,77,1547,2017-10-09,TRUE,Approved,"Norco Bicycles",Road,medium,large,1240.31,795.1,445.21,2013-09-16,"68 Delaware Avenue",NSW,Australia,10
1548,Perla,Cortnay,Female,1995-02-03,28,,Manufacturing,"Mass Customer",Yes,2,11729,54,1548,2017-11-23,TRUE,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,1279.4,1997-10-04,"08167 Buhler Avenue",NSW,Australia,10
1549,Vikki,Tett,Female,1997-08-06,25,,"Financial Services","Affluent Customer",Yes,4,4159,27,1549,2017-12-27,TRUE,Approved,"Trek Bicycles",Standard,medium,medium,499.53,388.72,110.81,1992-10-11,"0046 Grim Pass",NSW,Australia,7
1550,Nell,MaleacCaFemaleFemaleerky,Female,1986-09-12,36,"Programmer Analyst II",IT,"Mass customer",Yes,12,3188,34,1550,2017-03-26,TRUE,Approved,"Norco Bicycles",Road,high,large,774.53,464.72,309.81,1994-07-12,"4 Sutteridge Trail",NSW,Australia,10
1551,Joell,BalFemalee,Female,1975-05-30,47,"CoMaleputer SysteMales Analyst I",Entertainment,"Affluent Customer",No,17,6461,56,1551,2017-08-22,TRUE,Approved,"OHM Cycles",Standard,medium,medium,183.86,137.9,45.96,1997-10-04,"8 Boyd Road",NSW,Australia,12
1552,Cully,Maleangeon,Male,1988-06-06,34,"Research Associate",Entertainment,"Mass customer",Yes,8,3234,12,1552,2017-08-13,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1069.55,2005-12-07,"8 Bobwhite Park",NSW,Australia,10
1553,Vanna,Maleatts,Female,1956-05-31,66,"AdMaleinistrative Assistant IV",Retail,"High Net Worth",No,7,2030,36,1553,2017-08-23,FALSE,Approved,Solex,Standard,low,medium,1289.85,74.51,1215.34,2007-12-11,"62047 Ludington Terrace",NSW,Australia,8
1554,Land,Aarons,Male,1994-08-12,28,"Assistant Maleanager",Retail,"Affluent Customer",No,3,1479,57,1554,2017-09-06,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1630.25,1994-09-09,"277 Maple Circle",NSW,Australia,8
1555,Malearcello,Spenclay,Male,1962-08-19,60,"Tax Accountant",Health,"High Net Worth",No,15,542,96,1555,2017-07-08,FALSE,Approved,"Giant Bicycles",Standard,medium,large,1635.3,993.66,641.64,2013-06-09,"845 Mendota Center",NSW,Australia,8
1556,BartraMale,Brownstein,Male,1986-03-25,37,"Web Developer III",Manufacturing,"Mass customer",Yes,6,5926,21,1556,2017-06-28,FALSE,Approved,Solex,Standard,medium,large,1071.23,380.74,690.49,1999-06-23,"13795 Corscot Drive",NSW,Australia,9
1557,EFemaleren,Castanos,Male,1975-08-14,47,"Speech Pathologist","Financial Services","Mass customer",No,6,9190,29,1557,2017-10-16,FALSE,Approved,"Norco Bicycles",Road,medium,medium,543.39,407.54,135.85,2016-11-22,"08 Twin Pines Place",NSW,Australia,9
1558,Oberon,Scading,Male,1991-05-12,32,"Informationation System Manager","Financial Services","Affluent Customer",No,2,995,3,1558,2017-10-05,FALSE,Approved,"Trek Bicycles",Standard,medium,large,2091.47,388.92,1702.55,2006-05-22,"07236 Jenifer Point",NSW,Australia,10
1559,Hilton,Gladwell,Male,1975-10-14,47,,Health,"High Net Worth",Yes,12,532,77,1559,2017-10-15,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,1660.88,2007-12-11,"2 Darwin Parkway",NSW,Australia,9
1560,Tymon,Blackstone,Male,1973-01-12,50,,Retail,"Mass Customer",No,5,3751,22,1560,2017-03-17,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,15.08,1993-07-15,"57878 Northfield Crossing",NSW,Australia,10
1561,CleMaleens,Rawll,Male,1975-03-14,48,"Graphic Designer",Manufacturing,"Mass customer",Yes,14,1760,86,1561,2017-03-12,TRUE,Approved,"OHM Cycles",Standard,medium,medium,235.63,125.07,110.56,2013-06-09,"61 Donald Crossing",NSW,Australia,9
1562,Elset,Biasio,Female,1984-07-11,38,"StaFemaleFemale Scientist",n/a,"Affluent Customer",Yes,3,2382,49,1562,2017-01-07,TRUE,Approved,"Trek Bicycles",Road,medium,medium,533.51,400.13,133.38,2001-11-25,"842 Rutledge Parkway",NSW,Australia,9
1563,Crosby,Claeskens,Male,1992-03-10,31,"Account Representative IV",Property,"Mass customer",No,9,4922,55,1563,2017-08-04,TRUE,Approved,"Trek Bicycles",Road,medium,large,1894.19,598.76,1295.43,2003-07-21,"8462 Emmet Trail",QLD,Australia,4
1564,Sascha,Tander,Female,1964-02-27,59,"Geologist III",Retail,"Mass customer",No,16,6217,92,1564,2017-12-17,TRUE,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,155.65,2003-01-05,"6265 Moland Terrace",NSW,Australia,10
1565,Jay,Janiszewski,Male,1953-08-17,69,"Sales Representative",Retail,"High Net Worth",Yes,11,3816,14,1565,2017-12-21,TRUE,Approved,Solex,Standard,high,large,1842.92,1105.75,737.17,2011-01-10,"4 Rowland Way",NSW,Australia,10
1566,Stavros,Goodinson,Male,1962-01-03,61,"Executive Secretary",Argiculture,"Mass customer",No,17,3835,55,1566,2017-06-14,TRUE,Approved,"Trek Bicycles",Road,medium,large,1894.19,598.76,1295.43,2003-07-21,"04488 Jenna Alley",NSW,Australia,9
1567,Femalelorri,RaMalesdell,Female,1971-12-16,51,Teacher,n/a,"Mass customer",No,16,3296,62,1567,2017-03-14,TRUE,Approved,Solex,Standard,medium,medium,478.16,298.72,179.44,1993-06-23,"4 Toban Junction",NSW,Australia,8
1568,Bellanca,Strutz,Female,1980-05-23,42,"CheMaleical Engineer",Manufacturing,"Mass customer",Yes,9,2187,0,1568,2017-03-14,TRUE,Approved,,,,,1348.41,0,1348.41,0000-00-00,"5 Manley Avenue",NSW,Australia,11
1569,Dave,Maleews,Male,1987-06-03,35,"Structural Analysis Engineer",n/a,"Mass customer",No,8,17596,10,1569,2017-11-07,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,1103.43,2014-03-03,"9 Eastlawn Court",NSW,Australia,10
1570,Phil,Dodle,Female,1995-11-20,27,"Staff Accountant III",Entertainment,"Mass customer",No,17,642,30,1570,2017-09-05,FALSE,Approved,Solex,Standard,high,medium,748.17,448.9,299.27,1991-11-10,"97910 Leroy Junction",NSW,Australia,12
1571,Tadeas,MalecUre,Male,1980-09-08,42,"Clinical Specialist",Health,"Mass customer",Yes,22,488,10,1571,2017-09-09,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,1103.43,1994-09-09,"608 Rutledge Drive",NSW,Australia,11
1572,TaMale,Jahner,Male,1957-07-26,65,"Recruiting Manager","Financial Services","High Net Worth",Yes,16,1266,38,1572,2017-10-09,TRUE,Approved,"Trek Bicycles",Standard,medium,large,2091.47,388.92,1702.55,2014-07-28,"8 Heffernan Crossing",NSW,Australia,12
1573,Aurea,Reubens,Female,1994-07-05,28,"Web Designer I",Property,"Mass customer",Yes,4,1110,80,1573,2017-05-11,TRUE,Approved,"OHM Cycles",Touring,low,medium,1073.07,933.84,139.23,2013-09-16,"9 Northfield Circle",NSW,Australia,12
1574,Werner,Wall,Male,1995-11-15,27,"Database AdMaleinistrator I",n/a,"Affluent Customer",Yes,2,591,87,1574,2017-07-23,FALSE,Approved,"Giant Bicycles",Standard,high,medium,1179,707.4,471.6,1997-08-25,"996 Morning Parkway",NSW,Australia,11
1575,Phaidra,Jindacek,Female,1989-03-13,34,"Design Engineer",Retail,"Mass customer",No,17,4428,98,1575,2017-10-05,FALSE,Approved,"Trek Bicycles",Standard,high,medium,358.39,215.03,143.36,2004-01-16,"7015 Hintze Parkway",NSW,Australia,11
1576,Reube,Roscrigg,Male,1985-11-10,37,"VP Malearketing","Financial Services","Mass customer",No,20,1353,43,1576,2017-04-20,TRUE,Approved,Solex,Standard,medium,medium,1151.96,649.49,502.47,1999-12-04,"3525 Buena Vista Plaza",NSW,Australia,9
1577,Diannne,Teager,Female,1976-09-08,46,"AutoMaleation Specialist I",Manufacturing,"High Net Worth",No,10,1879,67,1577,2017-12-18,TRUE,Approved,Solex,Standard,medium,large,1071.23,380.74,690.49,1996-04-05,"6 Hallows Pass",NSW,Australia,11
1578,Andreas,Bazely,Male,1978-04-14,45,,Health,"High Net Worth",Yes,11,3583,35,1578,2017-11-03,TRUE,Approved,"Giant Bicycles",Standard,medium,medium,1403.5,954.82,448.68,2012-12-02,"7317 Huxley Alley",NSW,Australia,8
1579,Maleadelaine,Siegertsz,Female,1978-01-27,45,"Desktop Support Technician","Financial Services","Affluent Customer",Yes,17,91,17,1579,2017-04-15,TRUE,Approved,Solex,Standard,high,medium,1024.66,614.8,409.86,1996-04-05,"82 Hanover Avenue",NSW,Australia,10
1580,Laird,Prover,Male,1981-06-21,41,"Associate Professor",Retail,"High Net Worth",No,5,256,13,1580,2017-10-22,TRUE,Approved,Solex,Standard,medium,medium,1577.53,826.51,751.02,2011-03-16,"3384 Nelson Circle",QLD,Australia,3
1581,Maleelessa,Delyth,Female,1974-04-13,49,Recruiter,Argiculture,"Mass customer",No,13,2936,88,1581,2017-11-24,TRUE,Approved,"Norco Bicycles",Standard,medium,medium,1198.46,381.1,817.36,1998-12-16,"45314 Pepper Wood Junction",NSW,Australia,6
1582,Femalerancesco,Wasson,Male,1978-01-14,45,"Office Assistant III",Property,"Mass customer",No,4,21,27,1582,2017-10-09,FALSE,Approved,"Trek Bicycles",Standard,medium,medium,499.53,388.72,110.81,1999-06-23,"85301 John Wall Road",NSW,Australia,11
1583,Krysta,"O' Reagan",U,0000-00-00,2023,"Geologist IV",IT,"Mass Customer",Yes,0,1937,12,1583,2017-02-07,TRUE,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1069.55,2013-03-12,"277 Lindbergh Alley",NSW,Australia,11
1584,Susanetta,,Female,1992-04-27,31,"Legal Assistant",Manufacturing,"Mass Customer",No,9,4032,64,1584,2017-01-05,TRUE,Approved,"Trek Bicycles",Standard,medium,large,1469.44,596.55,872.89,2012-05-18,"6 Logan Junction",NSW,Australia,9
1585,StillMalean,Sackur,Male,1961-04-07,62,PharMaleacist,Health,"Mass customer",Yes,5,2881,7,1585,2017-07-18,FALSE,Approved,"Trek Bicycles",Road,low,medium,980.37,234.43,745.94,1991-11-07,"70416 Becker Court",NSW,Australia,10
1586,Maleadelena,Risson,Female,1985-12-27,37,"Physical Therapy Assistant",Manufacturing,"High Net Worth",No,15,419,34,1586,2017-04-19,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1069.55,2004-08-17,"256 Fordem Street",NSW,Australia,11
1587,Kevan,LaMaleinMalean,Male,1986-08-16,36,"Software Test Engineer III",Entertainment,"Affluent Customer",Yes,12,3708,60,1587,2017-09-07,FALSE,Approved,"Giant Bicycles",Standard,high,small,1977.36,1759.85,217.51,2015-05-21,"7 Laurel Junction",NSW,Australia,10
1588,Dukey,MalecCrie,Male,1983-01-28,40,"Administrative Officer",IT,"High Net Worth",Yes,7,456,84,1588,2017-01-30,TRUE,Approved,"Giant Bicycles",Road,medium,medium,792.9,594.68,198.22,2015-04-11,"7032 Hallows Drive",NSW,Australia,11
1589,Walker,Bartalot,Male,1989-07-08,33,"HuMalean Resources Maleanager",Health,"Mass customer",Yes,4,976,63,1589,2017-01-10,FALSE,Approved,Solex,Standard,medium,medium,1483.2,99.59,1383.61,2004-08-17,"78000 Arrowood Center",NSW,Australia,9
1590,Crystie,Femaleontanet,Female,1965-12-09,57,"Assistant Maleanager",Retail,"Mass customer",No,14,5892,3,1590,2017-03-22,FALSE,Approved,"Trek Bicycles",Standard,medium,large,2091.47,388.92,1702.55,2003-07-21,"5 Elgar Place",QLD,Australia,5
1591,Femaleonz,Jankin,Male,1976-09-14,46,Operator,Manufacturing,"Mass customer",Yes,14,119,64,1591,2017-02-20,FALSE,Approved,"Trek Bicycles",Standard,medium,large,1469.44,596.55,872.89,2005-10-22,"54 Veith Drive",NSW,Australia,12
1592,Thorin,Klagges,Male,1986-08-04,36,"Software Test Engineer III",n/a,"Mass customer",Yes,14,13716,75,1592,2017-06-21,FALSE,Approved,"Giant Bicycles",Touring,medium,large,1873.97,863.95,1010.02,2013-09-16,"0 Michigan Plaza",NSW,Australia,10
1593,ToMaleMaley,Kupisz,Female,1979-10-11,43,"Tax Accountant",IT,"Mass customer",No,17,2492,77,1593,2017-11-07,FALSE,Approved,"Norco Bicycles",Road,medium,large,1240.31,795.1,445.21,2011-01-10,"2272 Buena Vista Center",NSW,Australia,12
1594,Rolando,AMaleyes,Male,1981-11-26,41,"HuMalean Resources Maleanager",Property,"Mass customer",No,7,4831,42,1594,2017-07-30,FALSE,Approved,"OHM Cycles",Road,medium,small,1810,1610.9,199.1,2003-09-09,"0 Thackeray Avenue",NSW,Australia,10
1595,Kora,Paoli,Female,1976-02-21,47,"Senior Financial Analyst","Financial Services","High Net Worth",Yes,11,406,0,1595,2017-04-17,FALSE,Approved,"Trek Bicycles",Standard,high,medium,358.39,215.03,143.36,2004-01-16,"8 Warrior Avenue",VIC,Australia,9
1596,Vinnie,Sails,Male,1969-07-01,53,"Cost Accountant","Financial Services","High Net Worth",Yes,8,212,80,1596,2017-01-13,FALSE,Approved,"Trek Bicycles",Standard,medium,large,1469.44,596.55,872.89,2005-10-22,"5447 Weeping Birch Place",NSW,Australia,12
1597,JeFemaleFemalery,Slowly,Male,1977-02-01,46,"Nurse Practicioner",Retail,"Affluent Customer",No,14,188,3,1597,2017-01-15,TRUE,Approved,"Trek Bicycles",Standard,medium,large,2091.47,388.92,1702.55,2012-09-15,"019 Derek Hill",NSW,Australia,10
1598,Guendolen,Betterton,Female,1973-12-02,49,"Staff Technician III",n/a,"Mass customer",No,11,204,81,1598,2017-07-03,TRUE,Approved,"Norco Bicycles",Standard,medium,small,586.45,521.94,64.51,1991-07-10,"4 Florence Street",NSW,Australia,11
1599,Ozzy,Silver,Male,1999-11-24,23,,n/a,"Affluent Customer",No,1,2424,86,1599,2017-08-08,FALSE,Approved,"OHM Cycles",Standard,medium,medium,235.63,125.07,110.56,2004-08-07,"2390 Blackbird Point",NSW,Australia,11
1600,Priscella,Stathers,Female,1985-05-21,37,"Senior Financial Analyst","Financial Services","High Net Worth",No,2,624,0,1600,2017-08-12,FALSE,Approved,"Norco Bicycles",Road,medium,medium,543.39,407.54,135.85,2016-11-22,"96 Sundown Point",QLD,Australia,9
1601,Nita,MalecCarthy,Female,1993-02-11,30,"Desktop Support Technician",Manufacturing,"Affluent Customer",No,1,948,97,1601,2017-04-09,FALSE,Approved,Solex,Standard,medium,large,202.62,151.96,50.66,2016-03-29,"5447 Buell Hill",NSW,Australia,9
1602,ShaMaleus,Dennerly,Male,1979-01-09,44,Professor,Retail,"Mass customer",No,15,6343,65,1602,2017-09-21,FALSE,Cancelled,WeareA2B,Standard,medium,medium,1807.45,778.69,1028.76,2015-05-21,"978 Valley Edge Park",NSW,Australia,9
1603,Osgood,EMaleerine,Male,1988-11-20,34,"Quality Engineer",Manufacturing,"Affluent Customer",Yes,20,5301,42,1603,2017-02-16,TRUE,Approved,"OHM Cycles",Road,medium,small,1810,1610.9,199.1,2003-02-16,"46 Dunning Junction",QLD,Australia,9
1604,Natale,Duinbleton,Male,1960-04-11,63,,"Financial Services","High Net Worth",No,20,4751,99,1604,2017-07-13,TRUE,Approved,"Trek Bicycles",Road,low,small,1720.7,1531.42,189.28,2006-10-01,"848 Dawn Drive",QLD,Australia,5
1605,Latrena,Ker,Female,1988-03-01,35,,n/a,"Affluent Customer",No,9,235,77,1605,2017-07-02,FALSE,Approved,"Norco Bicycles",Road,medium,large,1240.31,795.1,445.21,2011-01-10,"2517 Glacier Hill Point",VIC,Australia,3
1606,Shayne,Ellesworthe,Female,1980-11-25,42,"EnvironMaleental Specialist",n/a,"Affluent Customer",Yes,9,2923,48,1606,2017-11-10,TRUE,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,812.44,2012-04-10,"658 Northfield Junction",VIC,Australia,7
